Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2)
"2,967446458","-0,7997868347","-0,5517526245","9,730664978","9,779055724"
"2,977398458","-0,8020321655","-0,5592370605","9,745184784","9,794111913"
"2,987351458","-0,8030799866","-0,5635780334","9,743388519","9,792659368"
"2,997303458","-0,8054750061","-0,5580395508","9,757758636","9,806836989"
"3,007256458","-0,8018824768","-0,559536438","9,749825134","9,798733933"
"3,017209458","-0,8021818542","-0,5593867493","9,740095367","9,789068752"
"3,027161458","-0,7982899475","-0,5556445313","9,750573578","9,798963863"
"3,037114458","-0,8102650452","-0,5625302124","9,749825134","9,799594881"
"3,047066458","-0,7994874573","-0,5489085388","9,745484161","9,793617428"
"3,057019458","-0,8005352783","-0,550405426","9,742939453","9,791254876"
"3,066971458","-0,8014334106","-0,5536985779","9,736502838","9,785109358"
"3,076924458","-0,7975415039","-0,5396278381","9,730964355","9,778493644"
"3,086877458","-0,8041278076","-0,5385800171","9,74219101","9,790146865"
"3,096829458","-0,8017327881","-0,5339396667","9,734107819","9,781652317"
"3,106782458","-0,7878117371","-0,5258564758","9,732461243","9,778444365"
"3,116734458","-0,7957452393","-0,5212161255","9,737251282","9,783605637"
"3,126687458","-0,786763916","-0,5141807556","9,737999725","9,783251911"
"3,136639458","-0,7804769897","-0,5017565918","9,744735718","9,788808825"
"3,146592458","-0,7949967957","-0,5007087708","9,739496613","9,784708654"
"3,156545458","-0,7828720093","-0,4926255798","9,727671204","9,77154827"
"3,166497458","-0,7783813477","-0,4867877197","9,730066223","9,773281359"
"3,176450458","-0,7855664063","-0,4770579529","9,734257507","9,777549186"
"3,186402458","-0,7849676514","-0,4686753845","9,726174316","9,76904794"
"3,196355458","-0,7870632935","-0,4593946838","9,721384277","9,764006574"
"3,206307458","-0,7843688965","-0,4528083801","9,715546417","9,757669403"
"3,216260458","-0,7834707642","-0,4427792358","9,714348907","9,755944577"
"3,226212458","-0,7797285461","-0,4354444885","9,704020386","9,74502951"
"3,236165458","-0,7885601807","-0,4285588074","9,706565094","9,7479688"
"3,246118458","-0,7848179626","-0,4237687683","9,70821167","9,749097037"
"3,256070458","-0,7426057434","-0,362845459","9,691745911","9,726924432"
"3,266023458","-0,7170089722","-0,4043092346","9,708511047","9,743344117"
"3,275975458","-0,7176077271","-0,5574407959","9,710307312","9,75273137"
"3,285928458","-0,7376660156","-0,4848417664","9,686207428","9,726347569"
"3,295880458","-0,7339237976","-0,3442840576","9,681118011","9,714999825"
"3,305833458","-0,7478448486","-0,3290158081","9,735604706","9,769827138"
"3,315786458","-0,7415579224","-0,4258644104","9,764943695","9,802315748"
"3,325738458","-0,7723937988","-0,4725672913","9,730664978","9,772704484"
"3,335691458","-0,8005352783","-0,4305047607","9,678573303","9,721161055"
"3,345643458","-0,8156538391","-0,3119512939","9,709708557","9,748899685"
"3,355596458","-0,8099656677","-0,3137475586","9,785600739","9,824075719"
"3,365548458","-0,8195457458","-0,398770752","9,784103851","9,826462309"
"3,375501458","-0,7979905701","-0,4162843323","9,711504822","9,753122961"
"3,385454458","-0,8146060181","-0,4146377563","9,67782486","9,720895095"
"3,395406458","-0,8090675354","-0,3996688843","9,741592255","9,783299298"
"3,405359458","-0,8140072632","-0,3623963928","9,785750427","9,826232767"
"3,415311458","-0,8213420105","-0,3251239014","9,776320038","9,81614699"
"3,425264458","-0,8202941895","-0,3719764709","9,709858246","9,751543273"
"3,435216458","-0,8159532166","-0,4655319214","9,709708557","9,755046893"
"3,445169458","-0,7975415039","-0,4664300537","9,747280426","9,790970593"
"3,455122458","-0,8120613098","-0,3857478333","9,769434357","9,810713155"
